NumberOfBHK,Price,Transaction,BuiltUpArea,Availability,PostedDate,PostedBy,ReraApproved,AreaName
3,1.05 Crore,Resale,1791 Sq.Ft.,Ready To Move,13-Dec-2024,Broker,No," Magadi Road, Bangalore"
3,2 Crores,New Property,1639 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Whitefield, Bangalore"
2,85 Lakhs,Resale,994 Sq.Ft.,Ready To Move,23-Dec-2024,Broker,No," Padarayana Pura, Bangalore"
2,75 Lakhs,New Property,907 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
2,1.69 Crore,New Property,1565 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
2,95.68 Lakh,New Property,1310 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
2,1.44 Crore,New Property,1594 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
2,54.99 Lakh,New Property,883 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Mysore Road, Bangalore"
2,79.99 Lakh,New Property,1020 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Mysore Road, Bangalore"
2,25.01 Lakh,New Property,820 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
2,1.20 Crore,New Property,1200 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Attibele, Bangalore"
2,84 Lakhs,New Property,1190 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Varthur, Bangalore"
3,1.50 Crore,New Property,1458 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Varthur, Bangalore"
3,75.20 Lakh,New Property,1600 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Anekal, Bangalore"
3,2 Crores,New Property,1746 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
3,1.37 Crore,New Property,1780 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
3,1.61 Crore,New Property,1790 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
3,1.21 Crore,New Property,1677 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Thanisandra, Bangalore"
3,47.47 Lakh,New Property,1410 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Jigani, Bangalore"
4+,15 Crores,New Property,6680 Sq.Ft.,Ready To Move,12-Dec-2024,Broker,No," Devanahalli, Bangalore"
2,1.07 Crore,New Property,1030 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
4,6.25 Crore,New Property,6201 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,No," Hulimavu, Bangalore"
4,4.20 Crore,Resale,2555 Sq.Ft.,Ready To Move,14-Dec-2024,Broker,No," Whitefield, Bangalore"
2,62.04 Lakh,Resale,1118 Sq.Ft.,Ready To Move,13-Dec-2024,Broker,No," Hennur Road, Bangalore"
3,1.19 Crore,New Property,1558 Sq.Ft.,Ready To Move,23-Dec-2024,Broker,No," JP Nagar Phase 9, Bangalore"
3,1.90 Crore,New Property,1532 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Raja Rajeshwari Nagar, Bangalore"
3,75.20 Lakh,New Property,1600 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Anekal, Bangalore"
3,2.75 Crore,New Property,1776 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bannerghatta Road, Bangalore"
2,66 Lakhs,New Property,1100 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Uttarahalli, Bangalore"
3,1.21 Crore,New Property,1677 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Thanisandra, Bangalore"
3,47.47 Lakh,New Property,1410 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Jigani, Bangalore"
2,79 Lakhs,New Property,960 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Banashankari, Bangalore"
1,26.60 Lakh,New Property,560 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Thanisandra, Bangalore"
3,70 Lakhs,New Property,1470 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Thanisandra, Bangalore"
2,86.51 Lakh,New Property,1331 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
3,1.02 Crore,New Property,1695 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Off Sarjapur road, Bangalore"
3,2.30 Crore,New Property,1804 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
2,54.01 Lakh,New Property,982 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Rachenahalli, Bangalore"
2,35.55 Lakh,New Property,750 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hosur Road, Bangalore"
3,2.05 Crore,New Property,1674 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Thanisandra, Bangalore"
2,82 Lakhs,Resale,1045 Sq.Ft.,Ready To Move,14-Dec-2024,Broker,No," Devanahalli, Bangalore"
2,85 Lakhs,New Property,1343 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,No," Mysore Road, Bangalore"
3,1.35 Crore,New Property,1200 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," KR Puram, Bangalore"
3,1.65 Crore,Resale,1490 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
3,78 Lakhs,New Property,1967 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
3,1.38 Crore,New Property,1700 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Whitefield, Bangalore"
3,94.51 Lakh,New Property,1355 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Raja Rajeshwari Nagar, Bangalore"
3,93.58 Lakh,New Property,1502 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
2,75.46 Lakh,New Property,1216 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bilekahalli, Bangalore"
2,34.20 Lakh,New Property,855 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Chandapura, Bangalore"
3,94 Lakhs,New Property,1492 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Babusa Palya, Bangalore"
3,2.26 Crore,New Property,1818 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
2,1.69 Crore,New Property,1565 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
2,1.44 Crore,New Property,1594 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
2,79.99 Lakh,New Property,1020 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Mysore Road, Bangalore"
2,1.20 Crore,New Property,1200 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Attibele, Bangalore"
3,1.37 Crore,New Property,1780 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
3,1.61 Crore,New Property,1790 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
2,71 Lakhs,New Property,1080 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Gunjur, Bangalore"
3,57 Lakhs,New Property,882 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Jigani, Bangalore"
3,68.59 Lakh,New Property,1236 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Uttarahalli, Bangalore"
3,2.35 Crore,New Property,1860 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,No," Whitefield, Bangalore"
3,1.65 Crore,Resale,1525 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
3,2 Crores,Resale,1675 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,No," Bannerghatta Road, Bangalore"
2,1.04 Crore,New Property,1120 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
3,1.10 Crore,New Property,1624 Sq.Ft.,Ready To Move,21-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
3,2.05 Crore,New Property,2306 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,No," Whitefield, Bangalore"
3,47.47 Lakh,New Property,1410 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Jigani, Bangalore"
2,79 Lakhs,New Property,960 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Banashankari, Bangalore"
3,1.75 Crore,New Property,1690 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
3,1.02 Crore,New Property,1695 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Off Sarjapur road, Bangalore"
2,95.68 Lakh,New Property,1310 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
2,54.99 Lakh,New Property,883 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Mysore Road, Bangalore"
2,54.01 Lakh,New Property,982 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Rachenahalli, Bangalore"
3,2.05 Crore,New Property,1674 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Thanisandra, Bangalore"
2,25.01 Lakh,New Property,820 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
2,84 Lakhs,New Property,1190 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Varthur, Bangalore"
3,1.50 Crore,New Property,1458 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Varthur, Bangalore"
3,2 Crores,New Property,1746 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
3,1.20 Crore,New Property,1610 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Raja Rajeshwari Nagar, Bangalore"
2,40 Lakhs,New Property,1000 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hoskote, Bangalore."
3,1.75 Crore,Resale,1600 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
3,1.20 Crore,Resale,1300 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
3,74 Lakhs,New Property,1550 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Kengeri, Bangalore"
4,8.25 Crore,New Property,6602 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,No," Rajaji Nagar, Bangalore"
2,61.60 Lakh,New Property,1013 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,No," Yeshwanthpur, Bangalore"
4,4 Crores,New Property,4251 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,No," Whitefield, Bangalore"
3,2.55 Crore,Resale,1667 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
3,2.30 Crore,New Property,1804 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
4+,6.63 Crore,New Property,5092 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hebbal, Bangalore."
3,1.21 Crore,Resale,1321 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
3,1.93 Crore,New Property,1387 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore."
2,47.37 Lakh,New Property,1008 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore."
2,40 Lakhs,New Property,1000 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hoskote, Bangalore."
1,44.99 Lakh,New Property,608 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore."
3,1.55 Crore,New Property,1645 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore."
3,30.60 Lakh,New Property,1200 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Jigani, Bangalore."
2,96.90 Lakh,New Property,858 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore."
2,99 Lakhs,Resale,1176 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No, Thanisandra Ma
3,1.35 Crore,New Property,1062 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No, Thanisandra Ma
3,80 Lakhs,Resale,1515 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," NRI Layout, Bangalore"
1,82 Lakhs,New Property,661 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Subramanyapura, Bangalore"
3,88.74 Lakh,New Property,1200 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kanakanagar, Bangalore."
4+,5.10 Crore,Resale,3055 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,No," Yeshwanthpur, Bangalore"
3,1.80 Crore,New Property,1496 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Whitefield, Bangalore"
2,1.10 Crore,Resale,1087 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Hennur Road, Bangalore"
3,1.47 Crore,New Property,1460 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
2,50.60 Lakh,New Property,920 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Bommanahalli, Bangalore."
2,1.13 Crore,New Property,1229 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
4+,6.70 Crore,New Property,3683 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka, Bangalore"
4+,35 Crores,New Property,14700 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Old Airport Road, Bangalore"
2,1.23 Crore,Resale,1102 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Varthur, Bangalore"
2,87 Lakhs,Resale,1087 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Rajanukunte, Bangalore"
2,2.40 Crore,New Property,1030 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Vittal Mallya Road, Bangalore"
2,1.38 Crore,New Property,1100 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Varthur, Bangalore"
3,2.40 Crore,New Property,1500 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Varthur, Bangalore"
2,1.18 Crore,New Property,1125 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No, Thanisandra Ma
4+,1.90 Crore,New Property,2138 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Devanahalli Road, Bangalore"
4,4.20 Crore,Resale,3156 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka, Bangalore"
4,8 Crores,Resale,4430 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka, Bangalore"
4,1.20 Crore,Resale,6600 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Gunjur, Bangalore"
4,6.50 Crore,Resale,4200 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka, Bangalore"
3,3.90 Crore,New Property,3531 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka New Town, Bangalore"
4+,5.50 Crore,New Property,3770 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka New Town, Bangalore"
3,2.20 Crore,New Property,2165 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,No," Chikkavaderapura, Bangalore"
3,1.90 Crore,New Property,1815 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Whitefield, Bangalore"
3,1.55 Crore,New Property,1750 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Hosur Road, Bangalore"
2,85 Lakhs,New Property,1165 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Devanahalli, Bangalore"
3,1.25 Crore,New Property,2700 Sq.Ft.,Ready To Move,13-Dec-2024,Broker,No," Jigani, Bangalore"
4,1.21 Crore,New Property,1801 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Sidlaghatta, Bangalore"
1,45 Lakhs,Resale,521 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bagaluru, Bangalore"
2,1.25 Crore,New Property,1012 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Panathur, Bangalore"
4,8.45 Crore,Resale,6500 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," JP Nagar, Bangalore"
3,2.50 Crore,Resale,2194 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Varthur, Bangalore"
1,1.45 Crore,New Property,841 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No, Thanisandra Ma
3,65 Lakhs,Resale,1082 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kambipura, Bangalore"
4+,5.60 Crore,New Property,4388 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka New Town, Bangalore"
2,1.15 Crore,New Property,1002 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Jakkur, Bangalore"
2,77.14 Lakh,New Property,1185 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Gunjur, Bangalore"
2,99.80 Lakh,New Property,1073 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bagaluru, Bangalore"
2,3.50 Crore,Resale,1891 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No, Thanisandra Ma
3,1.85 Crore,New Property,1766 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," JP Nagar, Bangalore"
3,2.85 Crore,New Property,3325 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka New Town, Bangalore"
4,1.25 Crore,New Property,7500 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Gunjur, Bangalore"
4,1.25 Crore,Resale,7501 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Gunjur, Bangalore"
2,1.29 Crore,New Property,1155 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
2,1.19 Crore,Resale,1575 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
4+,2.85 Crore,Resale,3400 Sq.Ft.,Ready To Move,24-Dec-2024,Broker,No," Devanahalli, Bangalore"
3,3.75 Crore,Resale,1800 Sq.Ft.,Ready To Move,23-Dec-2024,Broker,No," Central Silk Board, Bangalore"
2,1.05 Crore,New Property,1130 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,No," Thanisandra, Bangalore"
2,92 Lakhs,New Property,1195 Sq.Ft.,Ready To Move,24-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
3,1.85 Crore,Resale,1766 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," JP Nagar, Bangalore"
3,1.28 Crore,New Property,1431 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bagaluru, Bangalore"
3,2.09 Crore,New Property,1994 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," JP Nagar, Bangalore"
4,4.60 Crore,New Property,3501 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Ulsoor, Bangalore"
4+,4.30 Crore,New Property,3188 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Off Hennur Road, Bangalore"
4,8.45 Crore,Resale,6501 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," JP Nagar, Bangalore"
2,1.15 Crore,Resale,1350 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Belathur, Bangalore"
3,5.75 Crore,Resale,3400 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Rajaji Nagar, Bangalore"
4,1.02 Crore,Resale,4859 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Jayanagar, Bangalore"
3,6.39 Crore,Resale,2142 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Rajaji Nagar, Bangalore"
4+,7.10 Crore,Resale,6200 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Rajaji Nagar, Bangalore"
3,2 Crores,New Property,1670 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kalyan Nagar, Bangalore"
3,1.92 Crore,Resale,1740 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hennur, Bangalore"
4+,90 Lakhs,New Property,1400 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," TC Palya Road, Bangalore"
4+,5.52 Crore,Resale,4713 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka New Town, Bangalore"
4+,3.50 Crore,Resale,3500 Sq.Ft.,Ready To Move,13-Dec-2024,Broker,No," Bannerghatta Road, Bangalore"
4,1.99 Crore,New Property,2681 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
2,85 Lakhs,Resale,994 Sq.Ft.,Ready To Move,23-Dec-2024,Broker,No," Padarayana Pura, Bangalore"
2,89.17 Lakh,Resale,1450 Sq.Ft.,Ready To Move,13-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
2,61 Lakhs,New Property,1009 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Devanahalli, Bangalore"
3,1.90 Crore,New Property,1692 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,No," Chikkavaderapura, Bangalore"
3,3.75 Crore,Resale,3083 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Off Bannerghatta Road, Bangalore"
4,3.40 Crore,Resale,3574 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Dollars Colony, Bangalore"
2,1.18 Crore,New Property,1125 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No, Thanisandra Ma
3,3.20 Crore,New Property,2409 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Off Hennur Road, Bangalore"
2,57 Lakhs,Resale,878 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bidadi, Bangalore"
2,1.15 Crore,New Property,1002 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Jakkur, Bangalore"
2,77.14 Lakh,New Property,1185 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Gunjur, Bangalore"
2,30 Lakhs,New Property,620 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Chandapura Anekal Road, Bangalore"
3,4 Crores,New Property,2601 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Cooke Town, Bangalore"
4,8.35 Crore,Resale,6501 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," JP Nagar, Bangalore"
3,5.04 Crore,Resale,2813 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Rajaji Nagar, Bangalore"
3,2 Crores,Resale,1670 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," HRBR Layout 1st Block, Bangalore"
3,2.85 Crore,New Property,3325 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka New Town, Bangalore"
4,1.20 Crore,Resale,6600 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Gunjur, Bangalore"
4,6.50 Crore,Resale,4200 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka, Bangalore"
3,1.12 Crore,New Property,1454 Sq.Ft.,Ready To Move,23-Dec-2024,Broker,No," JP Nagar Phase 8, Bangalore"
2,1.42 Crore,New Property,1223 Sq.Ft.,Ready To Move,23-Dec-2024,Broker,No," Mysore Road, Bangalore"
2,1.50 Crore,New Property,1135 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
1,49.46 Lakh,New Property,658 Sq.Ft.,Ready To Move,07-Dec-2024,Broker,No," Devanahalli, Bangalore"
2,78.21 Lakh,New Property,996 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,No," Horamavu, Bangalore"
4,2.49 Crore,New Property,2750 Sq.Ft.,Ready To Move,21-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
3,1.27 Crore,New Property,1431 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bagaluru, Bangalore"
4+,1.15 Crore,New Property,1766 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kambipura, Bangalore"
3,2.50 Crore,Resale,1911 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka, Bangalore"
3,1.20 Crore,New Property,1600 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka, Bangalore"
3,1.92 Crore,New Property,1838 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," JP Nagar, Bangalore"
3,1.85 Crore,Resale,1766 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," JP Nagar, Bangalore"
3,1.28 Crore,New Property,1431 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bagaluru, Bangalore"
3,2.09 Crore,New Property,1994 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," JP Nagar, Bangalore"
4,4.60 Crore,New Property,3501 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Ulsoor, Bangalore"
2,1.15 Crore,Resale,1350 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Belathur, Bangalore"
4,8.45 Crore,Resale,6501 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," JP Nagar, Bangalore"
4+,4.30 Crore,New Property,3188 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Off Hennur Road, Bangalore"
3,5.75 Crore,Resale,3400 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Rajaji Nagar, Bangalore"
4,1.02 Crore,Resale,4859 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Jayanagar, Bangalore"
3,6.39 Crore,Resale,2142 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Rajaji Nagar, Bangalore"
3,2.64 Crore,New Property,2209 Sq.Ft.,Ready To Move,06-Dec-2024,Broker,No," Bannerghatta Road, Bangalore"
3,1.53 Crore,New Property,1601 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Kannamangala, Bangalore"
3,2.85 Crore,Resale,2535 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," BTM Layout, Bangalore"
2,84.99 Lakh,New Property,900 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
2,75 Lakhs,Resale,900 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
3,2.49 Crore,Resale,1760 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,No," Hebbal, Bangalore"
3,84.05 Lakh,New Property,1530 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Varthur, Bangalore."
3,72.61 Lakh,New Property,2100 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Chandapura Anekal Road, Bangalore."
4,1.20 Crore,New Property,6601 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Gunjur, Bangalore"
4+,5.50 Crore,New Property,3770 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka New Town, Bangalore"
2,43.68 Lakh,New Property,1040 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Begur, Bangalore."
3,62.16 Lakh,New Property,1480 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Begur, Bangalore."
4+,5.20 Crore,New Property,4073 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Off Bannerghatta Road, Bangalore"
2,51.24 Lakh,New Property,1220 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Horamavu Agara, Bangalore."
